sale_id,customer_id,product_id,sale_date,quantity
68,142,30,2022-04-02,2
69,317,25,2023-10-30,5
70,706,30,2023-08-11,3
71,723,28,2022-08-26,3
72,921,40,2023-07-02,4
73,537,40,2024-01-27,5
74,932,7,2024-01-11,1
75,139,22,2022-02-08,3
76,441,42,2022-06-29,3
77,931,44,2023-03-04,4
78,1000,2,2022-06-30,2
79,789,30,2022-02-07,1
80,149,34,2023-02-11,3
81,672,22,2024-03-17,5
82,956,38,2023-05-23,4
83,579,13,2022-07-10,4
84,940,7,2024-02-06,3
85,162,7,2022-10-24,4
86,326,1,2022-02-08,1
87,70,39,2022-01-10,2
88,571,46,2022-11-02,4
89,546,5,2023-08-05,5
90,972,38,2023-09-10,3
91,737,13,2022-04-20,4
92,122,37,2022-12-10,3
93,189,9,2022-10-19,5
94,326,41,2023-04-11,5
95,860,33,2023-10-19,2
96,901,17,2023-07-11,4
97,150,23,2023-06-21,1
98,745,27,2023-05-21,4
99,31,31,2022-05-18,4
100,784,47,2023-06-01,3
101,327,40,2023-04-25,5
102,902,29,2022-10-07,1
103,997,12,2022-07-17,4
104,424,16,2024-04-08,2
105,985,9,2022-04-26,5
106,422,3,2022-12-05,1
107,311,4,2022-06-16,4
108,454,9,2024-01-19,2
109,764,20,2023-04-15,4
110,957,38,2023-10-26,3
111,842,28,2022-09-21,4
112,916,33,2024-01-06,5
113,653,42,2022-07-10,1
114,956,49,2022-01-15,3
115,757,23,2024-01-25,3
116,281,20,2022-12-12,2
117,156,38,2024-03-20,1
118,798,35,2022-10-30,1
119,193,50,2023-08-05,5
120,110,10,2023-11-22,2
121,135,10,2024-02-15,2
122,190,31,2022-07-17,4
123,27,20,2022-06-29,5
124,781,39,2023-09-18,2
125,627,22,2023-10-17,1
126,632,19,2023-02-20,2
127,274,24,2024-04-26,4
128,621,1,2023-03-14,5
129,581,34,2023-06-12,4
130,628,38,2022-12-02,5
131,237,43,2022-03-30,5
132,611,44,2023-02-15,2
133,238,10,2023-11-17,1
134,237,4,2022-04-08,4
135,704,16,2022-07-09,3
136,27,33,2022-05-24,4
137,368,36,2023-05-04,3
138,82,4,2022-11-28,3
139,705,28,2022-09-12,2
140,799,23,2022-01-07,1
141,489,13,2022-09-25,3
142,138,13,2023-01-28,5
143,515,41,2022-08-30,5
144,867,13,2023-04-03,4
145,620,5,2024-02-11,1
146,481,22,2022-10-01,3
147,730,13,2022-12-04,2
148,666,43,2022-11-06,5
149,383,31,2023-08-20,4
150,189,45,2024-01-11,5
151,873,45,2023-08-10,4
152,397,30,2022-01-12,3
153,504,39,2022-09-25,2
154,486,45,2023-11-01,3
155,141,22,2023-01-04,4
156,168,38,2023-12-11,4
157,198,37,2022-08-30,5
158,232,22,2022-03-05,5
159,34,40,2023-11-15,1
160,419,20,2022-05-02,1
161,783,27,2023-04-22,4
162,993,22,2022-11-11,1
163,16,11,2022-06-13,4
164,948,7,2023-02-20,2
165,277,30,2023-12-04,1
166,974,3,2023-05-30,2
167,423,32,2023-12-22,5
168,228,15,2024-02-28,1
169,761,1,2022-11-15,2
170,688,41,2023-12-08,2
171,208,15,2022-05-01,4
172,776,45,2023-10-17,1
173,210,15,2022-10-30,1
174,68,30,2023-01-12,4
175,182,40,2023-09-22,4
176,950,14,2022-08-15,2
177,978,16,2022-08-13,5
178,450,31,2022-05-17,4
179,888,48,2023-05-05,2
180,632,50,2022-06-06,5
181,502,22,2023-04-11,4
182,705,48,2024-02-05,4
183,333,25,2023-09-13,1
184,888,14,2023-01-18,3
185,469,26,2023-03-02,1
186,909,12,2023-12-20,4
187,253,1,2023-07-17,3
188,438,24,2023-04-28,3
189,415,1,2024-02-15,5
190,795,5,2023-07-05,3
191,43,23,2024-04-01,5
192,623,2,2023-11-12,3
193,753,36,2024-04-25,5
194,845,8,2022-08-12,2
195,390,10,2024-02-20,2
196,738,19,2022-09-11,3
197,321,29,2023-11-28,5
198,404,13,2024-02-12,2
199,627,41,2023-09-03,5
200,962,38,2024-03-17,3
201,761,49,2022-03-25,5
202,586,24,2023-06-23,5
203,609,3,2023-04-03,3
204,550,2,2023-06-25,4
205,538,13,2023-12-22,4
206,657,13,2023-01-06,2
207,897,19,2022-03-21,3
208,722,12,2023-08-01,2
209,806,15,2022-04-25,2
210,40,17,2022-03-05,5
211,534,47,2024-04-28,4
212,112,12,2023-07-15,1
213,463,22,2023-06-02,3
214,468,36,2022-07-27,4
215,847,16,2023-08-10,2
216,899,12,2023-07-04,2
217,44,13,2022-06-03,4
218,899,2,2022-06-18,1
219,252,12,2022-12-02,1
220,532,17,2023-06-17,3
221,551,7,2023-03-29,2
222,406,2,2022-04-30,2
223,753,44,2023-11-28,1
224,41,9,2022-07-30,5
225,572,25,2024-01-05,4
226,397,42,2023-08-21,3
227,529,8,2023-05-16,1
228,784,22,2022-04-04,1
229,646,14,2023-06-07,5
230,986,20,2023-04-02,4
231,51,30,2024-04-08,5
232,195,16,2022-02-26,2
233,299,24,2023-04-10,1
234,451,24,2022-05-16,3
235,408,43,2023-06-10,5
236,906,11,2023-03-02,2
237,312,34,2023-04-13,3
238,793,40,2023-08-01,1
239,848,28,2022-03-01,2
240,293,46,2023-07-27,3
241,473,5,2023-04-19,3
242,171,8,2023-11-20,4
243,433,10,2024-04-06,5
244,302,9,2022-11-12,3
245,628,13,2024-01-11,3
246,942,13,2022-01-23,5
247,56,35,2023-02-10,4
248,707,25,2022-09-18,3
249,530,45,2024-04-16,5
250,926,24,2022-01-04,5
251,146,21,2024-02-03,2
252,475,39,2022-08-12,1
253,850,28,2023-08-16,5
254,662,41,2022-03-16,2
255,463,16,2022-02-16,1
256,93,3,2023-03-10,2
257,740,49,2022-12-19,3
258,513,40,2023-12-19,2
259,116,38,2022-03-07,3
260,185,13,2023-07-09,5
261,798,35,2022-03-03,1
262,600,19,2022-03-12,2
263,961,10,2023-04-29,5
264,916,21,2022-02-02,5
265,713,16,2022-10-21,4
266,560,4,2023-02-23,3
267,139,41,2022-07-04,5
268,403,18,2024-02-27,5
269,424,9,2022-05-19,5
270,332,33,2024-02-24,3
271,462,38,2023-10-19,5
272,26,32,2024-01-17,4
273,184,14,2023-10-24,2
274,465,47,2023-03-07,2
275,605,6,2023-01-19,1
276,919,31,2023-01-27,2
277,730,43,2023-04-05,2
278,918,40,2023-01-22,1
279,207,5,2023-01-20,5
280,904,11,2022-03-24,2
281,466,33,2023-12-01,2
282,93,25,2023-11-09,2
283,257,49,2023-07-07,4
284,332,42,2022-05-17,1
285,709,49,2023-11-01,3
286,665,33,2022-12-23,1
287,929,24,2022-05-02,1
288,729,32,2022-07-02,2
289,816,34,2023-07-05,5
290,168,30,2023-02-07,4
291,736,12,2023-06-26,4
292,751,21,2022-05-11,4
293,127,46,2024-01-16,3
294,94,24,2022-08-17,3
295,117,34,2022-01-04,5
296,724,45,2024-02-14,1
297,461,31,2022-01-24,2
298,650,46,2022-11-02,5
299,372,32,2023-04-20,4
300,88,31,2023-11-21,4
301,537,18,2024-01-07,4
302,725,38,2023-07-12,4
303,394,26,2023-03-11,3
304,745,41,2023-06-29,3
305,811,38,2023-01-24,5
306,999,42,2024-04-23,3
307,524,3,2022-08-24,5
308,627,14,2022-09-11,1
309,973,15,2023-04-17,5
310,164,13,2022-12-21,2
311,388,29,2022-06-08,2
312,564,16,2022-10-10,3
313,390,26,2022-07-13,2
314,45,14,2024-01-13,4
315,787,20,2024-02-23,5
316,175,28,2022-04-26,4
317,935,25,2022-02-02,4
318,344,37,2024-04-08,3
319,580,11,2023-11-08,1
320,893,24,2023-03-06,5
321,676,17,2023-09-22,4
322,884,36,2024-02-24,3
323,154,6,2022-01-17,2
324,167,9,2022-09-04,1
325,890,49,2022-07-31,3
326,149,6,2022-03-10,4
327,184,19,2022-04-14,3
328,788,29,2023-09-01,4
329,730,34,2022-02-04,2
330,53,23,2023-04-03,5
331,430,15,2023-09-05,5
332,316,38,2023-11-20,2
333,317,3,2023-12-22,4
334,748,30,2022-02-19,3
335,788,33,2022-09-08,2
336,985,40,2024-01-29,1
337,457,22,2022-02-15,2
338,296,28,2023-02-16,4
339,642,29,2023-03-26,3
340,186,30,2022-08-28,5
341,121,28,2023-07-07,2
342,921,27,2022-08-11,1
343,135,24,2024-02-12,5
344,984,32,2024-03-05,3
345,208,21,2022-02-27,3
346,4,18,2022-05-24,1
347,638,25,2023-05-31,3
348,784,2,2022-10-24,3
349,260,12,2022-08-28,5
350,13,29,2024-04-15,1
351,470,15,2024-01-20,5
352,510,17,2023-08-13,3
353,876,42,2022-11-23,1
354,511,5,2023-08-15,3
355,557,23,2023-09-05,4
356,827,6,2024-03-02,4
357,6,19,2023-11-20,1
358,623,33,2024-04-18,3
359,904,33,2022-11-25,3
360,506,35,2022-08-31,1
361,244,42,2022-11-06,5
362,223,6,2022-05-27,1
363,603,18,2023-11-08,4
364,676,15,2023-06-18,5
365,488,7,2022-08-15,4
366,465,8,2023-02-28,4
367,420,5,2022-11-04,2
368,453,24,2022-10-09,4
369,82,3,2022-03-04,5
370,616,35,2023-07-25,1
371,615,13,2023-08-29,1
372,7,22,2024-01-23,3
373,251,13,2022-06-29,1
374,904,44,2023-10-04,5
375,561,22,2023-11-27,2
376,285,17,2023-03-14,2
377,635,20,2023-07-24,2
378,644,48,2023-05-23,1
379,571,50,2022-02-18,4
380,840,44,2022-12-19,1
381,846,18,2023-10-21,1
382,213,13,2023-11-19,4
383,51,46,2023-01-26,1
384,190,39,2024-03-15,3
385,152,9,2023-06-22,1
386,57,49,2022-11-23,5
387,669,46,2023-12-15,3
388,358,48,2023-03-03,2
389,38,35,2023-02-23,5
390,149,17,2022-06-02,1
391,875,1,2022-11-04,3
392,34,50,2023-01-21,3
393,684,20,2022-07-08,2
394,592,19,2024-02-12,5
395,859,23,2023-07-05,3
396,618,26,2023-04-30,5
397,306,26,2022-09-04,1
398,340,38,2022-08-19,4
399,943,49,2022-11-04,4
400,90,42,2023-12-26,1
401,51,1,2022-05-28,1
402,112,31,2024-04-05,2
403,427,42,2023-04-20,5
404,183,33,2022-03-01,2
405,166,49,2023-07-30,3
406,689,10,2023-02-27,1
407,292,26,2023-03-03,2
408,626,15,2023-07-25,4
409,677,15,2023-06-27,1
410,709,47,2022-05-18,3
411,717,48,2023-02-02,5
412,610,14,2022-09-06,2
413,587,31,2022-09-19,5
414,807,15,2022-07-28,4
415,576,34,2022-12-05,2
416,182,38,2023-10-25,1
417,990,36,2022-03-22,3
418,467,49,2023-04-06,3
419,768,30,2023-01-15,5
420,593,47,2022-04-05,3
421,369,30,2023-07-03,1
422,954,22,2024-01-12,3
423,37,6,2024-04-29,4
424,96,21,2022-07-15,5
425,787,13,2022-02-22,1
426,307,28,2022-10-02,5
427,331,50,2023-01-22,4
428,378,45,2023-11-21,1
429,920,27,2023-09-12,1
430,389,14,2023-09-10,1
431,840,29,2022-02-10,2
432,70,29,2022-03-16,1
433,777,36,2022-07-12,2
434,438,2,2024-04-03,3
435,864,24,2024-02-19,5
436,564,9,2023-08-25,1
437,67,37,2024-01-12,2
438,300,9,2023-11-19,1
439,483,20,2023-07-27,2
440,138,48,2022-08-11,3
441,125,1,2023-05-06,4
442,712,32,2022-08-02,1
443,881,43,2022-12-07,2
444,282,23,2022-11-07,3
445,338,22,2022-01-16,2
446,540,15,2022-08-05,2
447,424,27,2022-07-14,3
448,538,28,2024-01-30,1
449,215,44,2022-05-01,4
450,713,49,2024-02-04,3
451,215,26,2024-02-12,2
452,627,49,2023-05-06,3
453,60,50,2022-09-06,2
454,112,45,2023-12-14,5
455,586,35,2023-09-11,3
456,748,20,2023-12-22,4
457,645,21,2022-07-29,2
458,542,38,2023-02-11,2
459,90,2,2022-09-03,3
460,496,37,2023-07-20,2
461,742,3,2022-11-26,2
462,706,9,2024-03-05,3
463,620,10,2022-10-17,3
464,957,22,2023-01-25,4
465,808,37,2023-04-23,3
466,724,41,2023-07-01,1
467,295,39,2023-10-27,4
468,438,39,2023-01-03,3
469,624,37,2022-11-12,5
470,869,26,2022-09-25,3
471,325,25,2023-01-04,3
472,266,14,2023-06-10,5
473,539,26,2023-05-25,4
474,589,5,2023-04-23,2
475,639,35,2022-04-11,1
476,363,25,2024-04-02,5
477,950,13,2024-01-10,4
478,133,31,2023-04-26,2
479,630,7,2024-02-19,5
480,577,22,2022-11-24,5
481,509,37,2022-07-28,2
482,533,29,2023-01-15,4
483,747,41,2022-11-17,3
484,648,20,2023-02-28,3
485,510,6,2022-02-16,2
486,505,11,2023-07-31,3
487,828,7,2022-08-15,5
488,185,44,2024-01-30,5
489,905,36,2022-05-30,3
490,625,12,2022-01-17,1
491,239,3,2022-09-25,5
492,726,45,2023-07-21,2
493,298,39,2023-08-22,3
494,199,32,2023-08-17,2
495,2,2,2024-01-08,4
496,122,12,2023-03-04,3
497,25,13,2022-10-30,1
498,477,5,2022-06-06,1
499,641,25,2022-07-20,5
500,816,19,2022-12-04,2
501,121,14,2022-08-24,4
502,756,15,2023-01-24,2
503,869,19,2023-08-07,4
504,213,43,2022-09-09,5
505,819,34,2023-05-27,3
506,631,5,2023-07-18,3
507,425,30,2023-11-02,5
508,424,4,2023-12-03,4
509,47,24,2022-12-12,5
510,342,34,2022-09-21,1
511,359,1,2024-02-21,3
512,574,11,2024-04-21,1
513,826,21,2023-05-16,3
514,653,27,2024-01-11,1
515,218,26,2023-10-20,2
516,12,11,2024-01-28,4
517,656,8,2023-05-18,4
518,207,9,2023-04-17,3
519,707,35,2022-06-22,3
520,289,27,2024-01-21,1
521,261,31,2024-03-25,2
522,810,48,2022-12-27,3
523,70,5,2022-06-23,3
524,316,25,2022-05-24,2
525,308,14,2024-01-08,4
526,519,9,2023-07-14,5
527,564,14,2023-05-16,2
528,332,20,2022-07-08,1
529,786,28,2023-07-10,4
530,7,46,2023-10-20,5
531,117,43,2022-03-02,4
532,703,31,2023-06-21,5
533,342,11,2022-02-04,5
534,350,39,2022-03-18,4
535,406,37,2024-04-17,4
536,742,20,2023-11-16,4
537,583,38,2022-02-19,2
538,631,13,2024-02-22,3
539,984,33,2022-01-07,3
540,30,46,2023-02-27,5
541,853,44,2022-05-21,3
542,180,30,2023-10-08,4
543,199,18,2022-08-25,4
544,339,13,2022-03-11,3
545,854,1,2023-12-26,1
546,347,10,2022-06-04,2
547,945,29,2022-01-10,5
548,689,5,2022-08-12,1
549,491,26,2023-06-02,4
550,939,39,2023-04-12,4
551,486,16,2023-01-18,3
552,817,34,2022-03-03,5
553,37,22,2023-09-25,4
554,662,37,2023-10-16,5
555,140,32,2023-11-14,1
556,494,30,2023-09-24,2
557,160,30,2023-05-10,5
558,643,37,2023-11-07,2
559,472,3,2023-05-15,3
560,914,48,2022-01-17,5
561,886,6,2022-01-07,5
562,550,19,2023-06-29,2
563,918,42,2023-07-19,5
564,344,30,2023-02-26,2
565,474,23,2022-01-13,2
566,803,45,2022-01-18,3
567,834,46,2023-06-27,1
568,424,20,2024-01-10,1
569,951,26,2022-10-09,3
570,761,40,2023-07-03,2
571,58,12,2022-10-21,3
572,856,27,2022-01-18,4
573,534,16,2023-05-30,4
574,307,12,2024-04-12,2
575,579,40,2023-12-16,4
576,743,47,2023-11-22,1
577,695,28,2023-03-17,2
578,324,30,2024-04-05,2
579,569,25,2022-07-03,2
580,549,43,2022-04-20,3
581,20,12,2022-04-09,3
582,214,45,2023-06-21,1
583,592,37,2022-06-02,2
584,702,7,2022-09-04,2
585,340,26,2022-07-16,2
586,819,45,2023-09-27,4
587,939,3,2023-06-24,1
588,910,16,2022-09-16,2
589,815,11,2024-04-14,2
590,363,18,2022-12-29,5
591,68,41,2022-10-01,3
592,993,35,2024-03-25,1
593,153,19,2023-02-11,4
594,288,43,2022-03-22,2
595,861,5,2023-01-18,3
596,32,45,2023-02-20,1
597,348,47,2023-04-16,4
598,385,47,2023-08-02,5
599,642,14,2022-09-07,4
600,548,32,2023-12-15,2
601,863,27,2022-08-20,4
602,170,49,2022-11-04,4
603,585,36,2023-12-02,4
604,621,8,2024-04-27,2
605,399,24,2022-03-24,1
606,192,5,2023-11-01,4
607,610,49,2023-10-28,2
608,120,7,2024-02-17,3
609,886,33,2022-02-02,2
610,802,50,2022-04-06,4
611,770,50,2023-02-20,3
612,316,21,2023-01-24,3
613,723,27,2023-01-22,4
614,879,29,2023-07-20,5
615,323,11,2023-05-03,4
616,727,17,2022-02-27,5
617,33,14,2023-10-15,1
618,279,33,2022-01-10,3
619,424,3,2023-12-21,4
620,89,30,2022-06-25,5
621,509,2,2022-03-26,1
622,899,5,2023-05-27,2
623,244,41,2023-03-21,5
624,381,45,2023-10-23,2
625,463,44,2024-03-14,2
626,850,48,2022-12-06,3
627,974,30,2023-08-03,3
628,310,25,2022-04-08,3
629,222,22,2023-06-25,5
630,538,48,2022-02-13,1
631,310,26,2022-08-24,5
632,180,13,2022-08-05,5
633,115,26,2023-12-10,4
634,384,3,2023-08-04,1
635,804,1,2023-05-02,2
636,39,17,2022-10-05,2
637,797,8,2022-02-17,4
638,207,46,2022-03-18,2
639,936,9,2023-12-02,1
640,95,21,2022-10-15,2
641,455,43,2023-07-11,3
642,519,48,2023-08-01,4
643,26,30,2023-11-05,1
644,819,32,2022-02-03,3
645,495,30,2022-07-03,4
646,927,5,2022-11-19,2
647,513,6,2022-01-17,4
648,158,36,2022-08-01,2
649,195,43,2023-08-25,3
650,349,16,2022-05-28,3
651,946,46,2024-02-10,4
652,496,29,2024-04-20,4
653,751,9,2023-12-31,1
654,895,31,2024-04-20,3
655,537,18,2023-02-12,4
656,318,11,2022-03-20,2
657,795,11,2022-11-03,2
658,336,2,2022-06-16,4
659,147,39,2023-08-01,5
660,788,7,2022-09-04,1
661,893,12,2023-08-04,4
662,101,19,2023-02-03,1
663,842,8,2023-11-25,3
664,961,35,2023-07-08,1
665,529,48,2022-12-06,4
666,693,26,2023-01-29,1
667,136,11,2024-02-13,2
668,211,5,2024-01-28,3
669,742,43,2022-05-24,2
670,38,49,2024-03-20,5
671,471,1,2023-12-07,5
672,397,44,2024-01-12,4
673,731,18,2022-03-22,4
674,886,10,2023-05-28,1
675,535,29,2024-02-03,4
676,119,23,2022-12-21,4
677,5,12,2022-02-24,4
678,319,14,2022-04-11,1
679,955,46,2023-03-24,3
680,46,3,2022-08-26,4
681,704,44,2022-03-19,3
682,869,35,2022-12-15,1
683,609,14,2023-09-12,5
684,893,29,2024-02-27,4
685,90,45,2023-09-21,5
686,342,4,2023-09-02,3
687,479,41,2023-02-11,4
688,911,34,2024-03-03,3
689,48,42,2022-12-01,5
690,106,43,2022-01-31,3
691,534,46,2023-10-12,1
692,785,43,2022-10-07,2
693,675,7,2024-03-13,4
694,764,25,2023-04-07,5
695,320,45,2023-05-18,4
696,24,20,2022-08-22,1
697,592,29,2022-12-31,2
698,777,4,2023-07-21,1
699,320,39,2023-01-20,3
700,655,1,2023-03-19,5
701,914,4,2022-07-10,3
702,215,50,2023-11-28,2
703,329,25,2023-08-23,5
704,206,50,2023-11-08,5
705,198,13,2023-01-25,4
706,294,16,2022-03-29,4
707,284,24,2024-03-01,1
708,546,16,2023-09-26,4
709,327,13,2022-10-30,3
710,792,6,2024-03-28,1
711,452,2,2022-09-10,1
712,688,27,2024-01-01,4
713,121,2,2022-03-17,4
714,280,1,2022-03-26,3
715,153,22,2022-10-02,1
716,162,13,2022-06-07,5
717,281,44,2023-01-25,3
718,118,43,2023-12-30,3
719,16,5,2024-03-13,4
720,982,15,2023-10-12,3
721,638,7,2022-06-07,3
722,574,43,2024-01-28,1
723,527,11,2023-02-03,5
724,105,47,2022-11-21,3
725,212,11,2023-01-05,2
726,556,3,2022-04-20,3
727,359,27,2022-04-04,3
728,563,33,2022-01-06,4
729,327,7,2022-11-12,1
730,278,21,2023-04-01,4
731,145,21,2023-01-04,3
732,966,36,2024-02-19,3
733,722,41,2022-10-04,1
734,824,13,2022-04-15,5
735,291,40,2022-05-16,1
736,588,14,2022-03-31,3
737,251,35,2022-07-11,1
738,176,26,2023-03-18,5
739,73,28,2023-04-05,4
740,319,8,2023-07-25,2
741,628,15,2023-07-23,2
742,914,14,2023-06-09,1
743,347,7,2023-02-22,5
744,554,23,2022-04-16,1
745,455,21,2022-01-27,2
746,52,12,2022-04-02,2
747,134,1,2022-12-29,4
748,30,26,2023-07-22,4
749,483,42,2022-04-06,3
750,925,21,2023-09-04,3
751,692,1,2023-09-05,4
752,52,25,2024-03-14,5
753,109,14,2022-11-29,2
754,393,30,2023-01-30,5
755,56,15,2022-01-13,5
756,89,5,2022-10-26,4
757,437,43,2023-02-28,1
758,402,18,2023-02-02,1
759,184,42,2024-03-08,3
760,722,40,2022-03-28,3
761,611,24,2024-01-13,1
762,913,3,2023-07-27,2
763,607,5,2022-09-06,5
764,645,14,2023-08-09,1
765,857,27,2023-06-18,4
766,707,20,2022-06-23,5
767,717,50,2023-12-03,1
768,457,39,2023-01-25,3
769,632,32,2022-06-23,3
770,365,7,2022-05-23,4
771,320,46,2022-10-03,4
772,341,35,2022-11-05,1
773,838,37,2022-10-02,2
774,203,11,2023-05-20,3
775,731,17,2022-05-30,1
776,777,7,2022-03-06,4
777,687,39,2022-06-21,1
778,829,21,2023-03-22,2
779,547,41,2022-10-10,5
780,81,45,2023-03-08,3
781,998,25,2022-11-03,3
782,945,44,2023-05-11,5
783,774,50,2024-03-12,5
784,783,45,2022-03-20,5
785,477,9,2023-01-05,2
786,582,22,2022-09-15,1
787,135,12,2022-09-10,3
788,96,41,2024-01-09,5
789,833,49,2023-10-03,4
790,822,45,2023-05-23,2
791,942,21,2023-09-01,4
792,716,43,2023-09-24,3
793,480,31,2022-07-20,2
794,100,5,2023-04-14,3
795,467,22,2022-04-20,5
796,318,2,2022-05-19,1
797,701,39,2022-11-08,5
798,660,38,2022-01-07,4
799,728,29,2023-02-10,2
800,785,25,2022-12-07,3
801,477,33,2023-09-28,3
802,482,41,2023-01-25,1
803,238,48,2024-04-03,4
804,971,15,2022-12-04,2
805,230,33,2023-03-27,1
806,148,38,2022-12-09,4
807,882,46,2023-03-17,2
808,918,1,2024-04-15,3
809,632,15,2024-04-23,3
810,265,2,2023-10-29,4
811,935,40,2023-09-01,5
812,373,49,2022-05-20,3
813,402,8,2022-11-04,1
814,188,20,2022-11-25,2
815,717,16,2023-09-10,2
816,940,48,2023-12-13,1
817,682,28,2022-07-25,3
818,339,49,2023-05-06,2
819,808,16,2022-11-18,1
820,882,40,2022-07-01,5
821,904,6,2023-02-12,3
822,333,4,2022-11-23,5
823,465,9,2022-10-26,4
824,500,24,2024-01-23,5
825,31,32,2023-12-13,4
826,67,19,2023-10-11,5
827,487,13,2023-05-18,3
828,116,10,2023-08-13,5
829,360,25,2024-03-11,4
830,491,14,2022-09-06,4
831,473,42,2022-11-30,5
832,867,3,2023-01-21,1
833,175,16,2022-10-15,3
834,290,47,2024-04-16,3
835,787,39,2024-03-15,3
836,357,29,2023-02-07,3
837,619,48,2023-01-09,4
838,589,22,2022-04-27,2
839,131,9,2023-08-01,4
840,521,18,2022-07-24,4
841,106,21,2023-08-30,2
842,416,42,2023-07-13,5
843,838,49,2022-07-04,2
844,732,3,2023-11-30,4
845,816,34,2024-02-26,3
846,110,27,2023-07-18,4
847,334,42,2022-01-28,1
848,570,19,2024-01-15,5
849,666,49,2023-04-18,1
850,73,2,2023-12-27,4
851,812,15,2022-08-03,5
852,310,47,2023-03-25,3
853,546,22,2024-03-27,1
854,473,22,2022-10-26,2
855,411,16,2023-12-11,5
856,605,14,2022-03-12,3
857,424,35,2024-04-18,3
858,245,4,2024-03-25,3
859,636,43,2024-03-25,3
860,250,16,2023-02-23,4
861,562,44,2023-11-21,4
862,163,45,2023-05-27,1
863,998,47,2022-05-23,2
864,494,15,2023-10-11,5
865,394,39,2022-11-07,5
866,68,25,2022-09-05,2
867,349,34,2022-09-16,5
868,214,21,2023-11-06,3
869,834,12,2022-06-07,5
870,711,29,2024-01-03,4
871,606,41,2023-03-10,4
872,442,1,2024-03-19,1
873,804,5,2023-01-22,3
874,446,32,2022-03-17,5
875,581,5,2023-04-05,4
876,807,13,2023-09-05,2
877,351,4,2023-05-06,4
878,558,41,2023-08-20,5
879,711,10,2023-02-15,2
880,242,14,2023-07-02,4
881,178,9,2023-06-03,5
882,679,6,2023-12-10,1
883,686,12,2023-03-05,1
884,80,38,2023-07-11,4
885,758,36,2022-02-07,2
886,954,14,2024-03-20,2
887,729,16,2023-01-04,1
888,588,33,2023-12-20,5
889,857,6,2024-04-11,3
890,499,28,2023-07-04,2
891,118,47,2023-09-01,2
892,607,30,2023-10-16,4
893,611,20,2022-03-29,5
894,475,11,2022-04-22,4
895,334,47,2024-02-27,3
896,569,13,2022-09-12,2
897,100,16,2023-11-05,4
898,842,28,2023-11-12,5
899,456,12,2022-12-30,3
900,181,39,2022-06-20,3
901,316,16,2023-10-25,3
902,979,20,2023-09-20,1
903,416,19,2022-02-15,3
904,72,37,2023-07-31,5
905,613,29,2023-10-23,5
906,112,41,2023-11-25,5
907,702,13,2023-10-25,4
908,834,18,2023-02-14,2
909,611,31,2024-02-10,4
910,790,6,2022-12-06,4
911,840,24,2024-03-26,4
912,389,26,2023-03-17,3
913,336,25,2022-04-19,4
914,507,11,2022-01-11,2
915,661,31,2022-04-11,2
916,677,29,2022-09-22,4
917,63,28,2022-08-16,3
918,93,33,2023-06-07,1
919,223,40,2024-02-04,5
920,837,48,2023-06-16,3
921,143,28,2023-07-26,4
922,909,49,2023-08-18,2
923,595,10,2023-12-06,1
924,925,31,2023-08-13,4
925,774,2,2022-08-15,5
926,652,49,2023-04-02,4
927,830,25,2023-01-19,4
928,1,28,2023-02-05,4
929,776,6,2023-04-20,2
930,151,49,2024-03-01,1
